Observation ID,Common Name,Scientific Name,Family,Genus,Observed Length (m),Observed Weight (kg),Age Class,Sex,Date of Observation,Country/Region,Habitat Type,Conservation Status,Observer Name,Notes
776,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,0.98,9.4,Subadult,Female,28-06-2020,Liberia,Forest Swamps,Vulnerable,Kari Sandoval,There subject themselves property make.
509,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.61,25.0,Adult,Female,28-01-2023,Cameroon,Forest Swamps,Vulnerable,Hayley Mitchell,Public research mind easy foreign old state guess better Republican stock bank artist thousand live.
428,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,1.23,63.7,Juvenile,Male,04-10-2008,Pakistan,Marshes,Vulnerable,Francisco Smith,Wish former relate listen face want wonder off chair north trade kind ready rule too cause.
455,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.25,86.8,Adult,Female,29-12-2005,Papua New Guinea,Swamps,Least Concern,Katie Myers,Opportunity help put short expect article opportunity campaign hand special once she personal herself into yeah in.
367,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.08,88.4,Adult,Female,03-11-2005,Congo Basin Countries,Swamps,Endangered,Justin Walsh,Political real effort attack.
92,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.32,309.5,Subadult,Unknown,28-12-2013,Kenya,Lakes,Least Concern,Sean Wyatt,Order his oil west school American training occur.
340,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.59,90.2,Subadult,Male,15-05-2019,Indonesia (Papua),Swamps,Least Concern,Tammy Cook,Indicate test thank dinner present own activity since him fight American music change.
898,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,4.54,593.9,Adult,Unknown,25-09-2013,Venezuela,Large Rivers,Critically Endangered,Helen Solis,Have tonight view floor ground when care team worry east Mrs can wonder six.
565,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.35,20.1,Adult,Male,07-10-2019,Congo (DRC),Forest Swamps,Data Deficient,Jose Ochoa,No couple debate must voice building degree ground community I.
346,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,0.61,56.4,Hatchling,Female,08-06-2011,Pakistan,Lakes,Vulnerable,Andrea Guerrero,Ten affect test power discuss herself with between firm term mother cost may.
777,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.06,10.4,Adult,Male,01-10-2011,Cameroon,Small Streams,Vulnerable,Linda Daniels,Benefit both thing sense expert.
242,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,1.99,78.3,Subadult,Unknown,04-03-2007,Mali,Oases,Least Concern,Edwin Brown,Case customer important notice trade leader first resource.
14,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.65,217.7,Adult,Male,07-07-2006,Mexico,Mangroves,Vulnerable,Timothy Duncan,Drug list imagine behind probably great in tell.
316,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.67,48.8,Adult,Male,24-12-2018,Philippines,Freshwater Marshes,Critically Endangered,Oscar Ramos,Capital stuff agreement professional team foot live window.
601,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.57,217.9,Subadult,Male,09-01-2012,Sri Lanka,Marshes,Vulnerable,William Shelton,Unit benefit wind conference appear woman practice order wide.
388,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,1.58,36.6,Juvenile,Unknown,25-03-2016,Australia,Freshwater Rivers,Least Concern,Dr. Michael Adams DVM,Happen within nothing relate both loss real center rule worker worker single let back three because line score.
274,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.67,118.9,Adult,Unknown,16-11-2024,Mexico,Swamps,Least Concern,Katie Tucker,Together court message way cold what Mrs.
167,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.48,878.6,Adult,Unknown,22-06-2025,Papua New Guinea,Coastal Wetlands,Least Concern,Heather Raymond,Many pattern leader career according how success here.
841,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.38,100.9,Adult,Male,30-07-2013,Indonesia (Borneo),Estuarine Systems,Data Deficient,Allison Beard,Guy fact war citizen plant little key far season reason chair factor his PM agreement.
993,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.26,88.5,Adult,Male,02-07-2007,Nigeria,Shaded Forest Rivers,Critically Endangered,John Mendoza,Common need phone teach audience project tax certainly.
647,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.29,15.6,Adult,Female,04-06-2008,Cameroon,Forest Swamps,Vulnerable,Diane Jones,Brother type turn time page concern most outside quickly.
819,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.12,79.5,Adult,Unknown,06-01-2006,Cuba,Swamps,Critically Endangered,Priscilla Joseph,Will born condition interest service that bag according way remain election method pass the itself let.
485,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.86,144.4,Adult,Male,14-01-2007,Cuba,Mangroves,Vulnerable,Zoe Meadows,Can tell soon executive sometimes season natural own begin effort drive side human after.
981,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.01,11.3,Adult,Female,09-03-2012,Sierra Leone,Small Streams,Vulnerable,David Tapia,War product action our gas heart field people try play.
505,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.74,52.7,Subadult,Male,22-03-2019,Philippines,Rivers,Critically Endangered,Gregory Cain,Simple thing base Mr hope rest they minute must degree memory.
832,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.65,118.4,Adult,Female,05-11-2023,Malaysia (Borneo),Estuarine Systems,Data Deficient,Emily Nichols,Different identify series experience under church them hundred about.
244,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,1.69,45.7,Adult,Unknown,30-11-2018,Australia,Freshwater Rivers,Least Concern,Jeffrey Patterson,Himself also current health add focus street course quality phone eat really general can himself.
567,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.03,68.5,Juvenile,Male,13-10-2018,Indonesia (Papua),Lakes,Least Concern,Raven Nielsen,Commercial where outside wonder recent question win.
876,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,1.1,37.7,Juvenile,Male,11-09-2018,Congo Basin Countries,Swamps,Endangered,Craig White,Play structure down however activity.
563,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.76,126.3,Subadult,Female,08-09-2013,Cuba,Swamps,Critically Endangered,Jessica Williams,Political respond to hospital final appear above significant short up hear draw before.
687,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.29,14.1,Adult,Male,12-08-2021,Côte d'Ivoire,Small Streams,Vulnerable,Patrick House,Paper movie military set describe half together ahead catch base reality.
190,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,1.13,101.7,Juvenile,Male,17-05-2013,Venezuela,Flooded Savannas,Critically Endangered,Willie Thomas,None particular clearly goal defense security turn pattern kind describe to cause but role goal.
783,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.94,164.0,Adult,Male,31-03-2011,USA (Florida),Mangroves,Vulnerable,Paul Hess,Pretty capital scientist establish be available reveal several indeed address store painting.
700,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,1.3,42.3,Juvenile,Male,11-01-2007,Indonesia (Papua),Lakes,Least Concern,Mallory Barnett,Month official product with focus room difficult enough fast bar.
476,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,0.88,26.6,Juvenile,Male,08-06-2018,Australia,Gorges,Least Concern,Jennifer Ortiz,Agreement wish dog late eat old positive beat light the.
682,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,0.17,26.0,Hatchling,Unknown,19-03-2012,Mexico,Rivers,Least Concern,Jennifer Flores,Join between song mean place six successful physical employee need.
511,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,0.57,33.6,Hatchling,Male,29-06-2020,Papua New Guinea,Rivers,Least Concern,Jonathan Washington,Can relate tell brother defense list second want hard weight own impact building occur American check.
59,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.26,91.6,Subadult,Male,19-02-2010,Nigeria,Shaded Forest Rivers,Critically Endangered,Michael Armstrong,Task improve fish list tree high write society.
475,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.45,23.7,Adult,Male,08-08-2005,Congo (DRC),Forest Swamps,Data Deficient,Patricia Hebert,Budget require course technology site explain management candidate task outside yet executive.
561,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,4.24,444.1,Subadult,Female,18-08-2005,Venezuela,Large Rivers,Critically Endangered,Paul Washington,Bar prevent require just likely evidence claim stuff.
857,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.69,51.5,Subadult,Unknown,15-02-2011,Philippines,Ponds,Critically Endangered,Danielle Benitez,Heart big policy everybody hard type book care seek foot simple including charge.
748,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.56,101.3,Subadult,Male,05-12-2017,Papua New Guinea,Swamps,Least Concern,Leonard Simpson,His and day continue issue appear.
253,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.86,164.1,Adult,Female,13-08-2005,Gabon,Forest Rivers,Endangered,Marco Johns,Head garden box hundred lead.
22,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.65,759.8,Adult,Male,16-04-2013,Tanzania,Lakes,Least Concern,Dustin Kim,Region particularly would pressure account stage federal professional voice care break blood network evening painting response.
314,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,0.79,33.9,Juvenile,Male,14-02-2019,Congo Basin Countries,Forest Rivers,Endangered,Teresa Adkins,Whole including contain age road product wait red bag cold.
460,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,1.23,38.0,Juvenile,Unknown,25-09-2015,Papua New Guinea,Freshwater Wetlands,Least Concern,Jose Powers,Congress affect reflect television officer defense while score level view mouth pass shoulder its.
161,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.64,149.5,Adult,Male,05-01-2017,Nigeria,Shaded Forest Rivers,Critically Endangered,Tyrone Matthews,Up federal nor note support quality.
277,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.28,15.4,Subadult,Unknown,03-01-2025,Ghana,Forest Swamps,Vulnerable,Eugene Price,Movement political peace series.
956,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.18,81.8,Adult,Unknown,23-05-2016,Malaysia (Borneo),Estuarine Systems,Data Deficient,Randy Joseph,Summer arrive east plan force station lot certainly evening floor.
192,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.13,75.2,Subadult,Unknown,03-05-2016,Cuba,Swamps,Critically Endangered,Christine Lawson,Security far approach today west manager both matter order month.
386,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.6,106.1,Adult,Male,05-09-2016,Papua New Guinea,Swamps,Least Concern,James James,Deep community cause new successful growth individual eye their by activity possible century those price window.
806,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.07,65.5,Subadult,Female,22-04-2019,Australia,Billabongs,Least Concern,Ryan May,Section scene financial here expert.
414,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,1.84,60.9,Juvenile,Female,06-05-2012,Indonesia (Papua),Rivers,Least Concern,Greg Tanner,Church some well town official need discover in.
492,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,1.98,81.8,Subadult,Male,27-03-2007,Congo Basin Countries,Forest Rivers,Endangered,Molly Turner,Guess purpose real house few by add born administration.
344,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.95,170.0,Subadult,Female,21-04-2017,Côte d'Ivoire,Shaded Forest Rivers,Critically Endangered,Cynthia Jennings,Serious table both approach we unit than star add really born.
770,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.58,498.9,Juvenile,Unknown,04-12-2019,Philippines,Mangroves,Least Concern,Ashley Hall,Cell deal stuff senior agree total.
309,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,1.51,43.1,Juvenile,Male,14-09-2017,Papua New Guinea,Rivers,Least Concern,Jacqueline Dickerson,Late number without rather sport result sound new task cultural.
662,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,0.71,30.5,Juvenile,Male,29-06-2013,Papua New Guinea,Lakes,Least Concern,Joel Mcclure,Well discuss democratic race cell.
131,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,1.55,47.9,Juvenile,Unknown,29-02-2012,Senegal,Lakes,Least Concern,Anthony Stein,Point appear including response beyond side accept nearly upon imagine.
664,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,4.02,441.0,Adult,Unknown,04-05-2018,Colombia,Flooded Savannas,Critically Endangered,Patricia Hughes,Young parent when note yes best.
872,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.9,427.3,Subadult,Female,18-11-2013,Venezuela,Flooded Savannas,Critically Endangered,Susan Williams,Several reveal college beyond give development.
100,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.21,64.9,Subadult,Unknown,31-08-2006,Indonesia (Papua),Swamps,Least Concern,Robert Harrison,Happy water worker left example high month whom stage soon.
373,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.42,33.3,Juvenile,Female,24-07-2020,Philippines,Rivers,Critically Endangered,Kelly Rowe,Show better word might yeah day already hold ten break.
88,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,2.82,159.3,Subadult,Unknown,14-09-2025,Pakistan,Lakes,Vulnerable,James Harmon,Affect TV television office of remember individual boy.
459,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.62,117.5,Adult,Male,04-08-2013,Philippines,Rivers,Critically Endangered,Gregory Jones,Measure feel professional finish increase.
331,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,1.86,50.8,Juvenile,Male,29-07-2024,Papua New Guinea,Freshwater Wetlands,Least Concern,Pamela Moore,Follow political book model at strong candidate them.
215,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,0.93,8.4,Adult,Male,27-05-2017,Cameroon,Small Streams,Vulnerable,Sheena Brown,Only true similar suffer team whether health.
467,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.16,65.1,Adult,Male,06-12-2019,Belize,Rivers,Least Concern,Ashley Gardner,Radio white these view guy resource start again whom.
122,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.69,100.3,Adult,Male,19-07-2007,Papua New Guinea,Freshwater Wetlands,Least Concern,Adam Rodriguez,Think road shake hand hundred now crime network available mean.
615,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,1.68,36.8,Juvenile,Male,17-06-2014,Australia,Freshwater Rivers,Least Concern,Jennifer Ellis,Worry sometimes maybe every into walk thing sport figure teach water image.
21,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.52,89.6,Subadult,Unknown,24-09-2011,Malaysia (Borneo),Estuarine Systems,Data Deficient,Paul Jones,Perform none beyond Mrs media car give attention.
701,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.64,131.0,Adult,Male,29-12-2022,Senegal,Rivers,Least Concern,Shelley Keller,Reason avoid manager defense provide life his maintain future sport.
72,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,1.2,38.0,Juvenile,Unknown,17-09-2011,Congo Basin Countries,Swamps,Endangered,Marie Wilson,Watch fight manage best thought career.
107,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.28,104.8,Adult,Male,20-03-2014,Niger,Oases,Least Concern,Timothy Robertson,List already positive experience television answer pretty event son join hundred.
271,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.68,286.7,Juvenile,Unknown,09-03-2010,South Africa,Marshes,Least Concern,Krista Jones,Moment whatever minute skill city myself idea glass third professional.
861,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,4.81,636.5,Adult,Male,14-11-2008,Colombia,Large Rivers,Critically Endangered,William Brooks,Join allow mean sometimes so man offer plant same north wind sister mother.
436,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.81,134.0,Adult,Female,17-01-2021,Niger,Rivers,Least Concern,Krystal Oneill,Rather window stand health run adult employee ok.
103,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.58,109.7,Adult,Female,24-06-2006,Liberia,Shaded Forest Rivers,Critically Endangered,Ronald Blake,Large accept bad eight strong nature road month book explain feeling answer information soldier lead book.
